"gene name" "logFC"	"P.Value"	"adj.P.Val"
"PRMT6"	0.743713545129739	0.0147515783244474	0.0232235723720016
"LRRK2"	-1.35063110356692	0.014794264109225	0.023279316716877
"TRAK2"	0.936593032009889	0.0148341577948374	0.0233306149388814
"H2AZ2"	0.978547975670536	0.0148700844424126	0.0233756266001366
"MIR600HG"	0.774917975825607	0.01488607508628	0.0233892702362522
"CCZ1"	1.46973944367129	0.0149462810937099	0.0234723383499155
"MAP3K20"	1.34794892996634	0.0150176904379402	0.0235729105549414
"KIF5C"	1.47842435980945	0.0150278726678954	0.0235773245044618
"GMEB2"	0.772402647295824	0.0150426733552786	0.0235889765017334
"RAB39B"	1.18359162731788	0.0150573833473428	0.0235899807223252
"CDC123"	0.903727737703947	0.0150580620928378	0.0235899807223252
"CIPC"	0.914788077914797	0.015302400537905	0.0239610275676741
"GGNBP2"	0.807151672210493	0.0153599735123525	0.024039410599812
"PSKH1"	0.864832029981993	0.0153798000373567	0.0240491654678432
"LINC00909"	1.26696800972836	0.0153812418090676	0.0240491654678432
"SUGP1"	0.676123967938253	0.0154525283884044	0.0241488218439207
"E2F4"	0.781013433693515	0.0154605506027525	0.0241495612198268
"FEN1"	0.857678717239268	0.0155491614610817	0.0242761188452906
"ZC3H7B"	0.681674333138895	0.0156175706050075	0.0243710284709362
"SST"	-1.27652573478774	0.0156426280227475	0.02439822869077
"PDIA3"	1.09880616727817	0.015651154350607	0.0243996309783586
"CLPTM1L"	0.665519352700339	0.0158058367723931	0.0246287734217659
"IMPACT"	1.03415193810728	0.0158425915332311	0.0246740264434305
"UBE2M"	-0.715541608116603	0.0159415662376221	0.024816092649223
"NT5DC1"	-1.33999052687448	0.0160860174744761	0.0250287791346542
"C6orf62"	1.25420161797626	0.0161414953598069	0.0251028894778912
"RAB27B"	-1.90187514640071	0.0161846021037449	0.02515769782793
"BRWD1"	1.44290785886864	0.0162094353789697	0.0251840620579524
"KIF13B"	-0.903347327726289	0.016247555547468	0.025220703553921
"TMEM271"	-0.883672842854775	0.016248787128675	0.025220703553921
"SOD1"	-0.787871022008304	0.0163368414133195	0.0253450803497619
"FAHD2A"	0.710647441276649	0.01636191316631	0.0253716724280299
"LAMTOR5"	0.884374520779005	0.0164422668996122	0.0254812483837883
"DGKI"	1.53161761087994	0.0164485082564936	0.0254812483837883
"SLC35B4"	1.03060610203112	0.0164642526169107	0.0254932933792339
"UGGT2"	1.13849101917442	0.0165025783787727	0.0255402749074475
"CLVS2"	1.26580998964607	0.0165234137408876	0.0255601550082685
"TM9SF2"	0.997265256246754	0.0165737365256967	0.0256256080936219
"DNAJB6"	1.31174396240845	0.0165939448930494	0.0256444587984856
"PDZD2"	1.25980375670434	0.0166366542249402	0.0256980477380896
"ABHD13"	1.19924284221795	0.0166962646798765	0.0257776789145391
"NACAD"	0.723454195233699	0.0167609895904521	0.0258651257596991
"SRXN1"	-0.975967610836642	0.0167775134673205	0.0258781415534997
"ZSWIM9"	0.742634704654557	0.0168562809598206	0.0259871049592607
"SNRNP25"	-0.751443158915823	0.0168653406630335	0.0259885475823912
"RIDA"	-1.12185935113086	0.0169028328224743	0.026033780548433
"PLXND1"	-0.723171807195536	0.0169150570404232	0.0260400709683897
"FAM229B"	0.949704696052749	0.0170596702377019	0.0262500649785515
"DNER"	0.932775671592159	0.0171775036365742	0.0264186702564428
"RAB11B"	0.767162423593432	0.0174959652613657	0.0268955275690095
"RTN4RL1"	0.881268952113086	0.017550899624222	0.0269670162814055
"INTS5"	0.640466386641254	0.0176253545968821	0.0270684154370743
"CELSR2"	0.82152410233376	0.0179614271235762	0.0275713077583111
"NSMCE1"	0.787322230215863	0.0180784611501963	0.0277376485465122
"TCTA"	-0.707513107061014	0.018096163306966	0.0277514987626962
"ABHD17B"	1.45949824005026	0.0182076249124557	0.027897040615781
"ANKS6"	0.665296129316333	0.0182144927808081	0.027897040615781
"CLSTN3"	-0.768479810299137	0.0182172297112743	0.027897040615781
"CDK5R2"	-1.13390055486069	0.0182350836483644	0.0279110203785253
"CAPZA2"	1.21183835042443	0.0184246545563047	0.0281784657343379
"CRIM1"	0.863685172820372	0.018427430545869	0.0281784657343379
"C2orf69"	1.13541643151337	0.0184432058413914	0.0281891139448691
"NIT2"	0.902666926803459	0.0184822859152603	0.0282353546527783
"TMEM115"	0.739132429126636	0.018709425407307	0.0285601458824311
"PSMB4"	0.693313136335656	0.0187131209611627	0.0285601458824311
"PAFAH1B1"	1.12756248312116	0.0187216711208059	0.0285601458824311
"LINC00643"	1.95026555518761	0.0188042047722312	0.0286723789639503
"MYO10"	1.10794877865349	0.0188309562159048	0.0286924307554254
"NAMPT"	1.2261470695993	0.0188352937125331	0.0286924307554254
"NR2F1"	1.46345882663425	0.0188798696469125	0.028746645883138
"CNIH1"	1.34422739449248	0.0189894803404294	0.0288997847807011
"ZMAT2"	0.808597741741861	0.0191148317709131	0.0290740578690832
"RGS12"	-0.741451578795349	0.0191221687266493	0.0290740578690832
"ZC3H15"	0.916258738194333	0.0192548998188187	0.0292619593921145
"CACNA2D3"	-0.923248735495222	0.0192798426349594	0.0292859527964079
"PYGO2"	0.713582145170048	0.0192976020170109	0.0292884929856165
"GLS"	-1.03512118749054	0.0192998259498842	0.0292884929856165
"NPIPB5"	0.873101759888341	0.019319207790494	0.0292981210784248
"SLC7A5"	0.729703466942794	0.0193244874884265	0.0292981210784248
"DAB2IP"	0.634223075605234	0.0194291444706432	0.029442839015437
"TM9SF3"	1.16136282122705	0.0194635671858597	0.0294810376077487
"POLR2A"	0.702811950130013	0.019687919875878	0.0298067466554348
"DDX51"	0.617506894257301	0.0197420663771453	0.029863687724746
"MICU2"	1.46764804493938	0.0197442011684394	0.029863687724746
"RRP1"	0.626547684966242	0.0199951516005126	0.0302225031688319
"MTARC1"	1.079923565801	0.0200003248541473	0.0302225031688319
"WDR45B"	0.676241076924252	0.0201228650114592	0.0303933168893569
"GLI3"	3.29865993792491	0.0201952831216121	0.0304883014186113
"PFKFB2"	-0.915186608012867	0.0204114653203614	0.030800130924451
"GPR22"	1.6107146052534	0.0204574614288856	0.0308549830792103
"IDH3A"	-0.753815724997653	0.0205222086028549	0.0309380515176876
"STX12"	1.15916362311914	0.0206627193708016	0.0311352045535536
"CTSF"	-0.713353537067134	0.0207494694684183	0.031251201897114
"ITPR3"	0.699683552138635	0.0208862898761732	0.0314424665006485
"ZDHHC8"	0.675267684499751	0.0210610375459414	0.0316906204654123
"MYOM2"	-0.912294766482664	0.021099382291875	0.0317333916087015
"ANKRD13A"	0.843955991362223	0.0211396674259816	0.0317790395186632
"MRTO4"	0.813151505452216	0.0213161174759091	0.032029243685032
"TMEM245"	1.09067035975687	0.0213309912583646	0.0320365450870932
"ZNF680"	1.56141777666713	0.0216991032792478	0.0325741113985516
"DNAH1"	-0.694854954414363	0.0217897277942303	0.0326948120139506
"DMWD"	0.627734903498846	0.0218059092286943	0.0327037522843849
"MFSD14A"	1.13240968992093	0.0218300387172996	0.0327245988081731
"RNF25"	0.633060370569945	0.0219359041471353	0.032867895722101
"MYCBP2"	1.2513220583696	0.022001076795543	0.0329501145453849
"TAPT1"	1.29636597987441	0.0220237621213933	0.0329686546683843
"NGRN"	0.88027832727769	0.0220605196431377	0.0330082330862477
"NICN1"	0.698001187529387	0.0222348043500458	0.0332534544720881
"RAB9B"	1.16101289193444	0.0222942658805026	0.0333111442084653
"MAGEH1"	0.830580856802449	0.0222994240592842	0.0333111442084653
"RNPEPL1"	0.805748013006129	0.0223046173474625	0.0333111442084653
"NEFL"	-2.31039498339615	0.0223414553918664	0.0333505906666264
"FAR1"	1.2966282404445	0.0224298127974496	0.0334570288631898
"SAMM50"	0.715261742538067	0.0224336751833517	0.0334570288631898
"VWF"	-1.01239406631594	0.022531361404745	0.0335790271090388
"NAP1L5"	-0.961077824756277	0.0225364711482045	0.0335790271090388
"MPHOSPH8"	0.765962361810347	0.0226576631688035	0.0337438847658299
"SUSD6"	0.613832635169653	0.0228753123081906	0.0340521749994889
"EPHA6"	1.66776617905755	0.0229063819073169	0.0340825654518636
"CDKL5"	1.09350580859896	0.0230055328725816	0.0342141792930676
"KLF13"	0.629315460410655	0.0231181048386667	0.0343656214585943
"B3GAT2"	1.20596788714294	0.0231633384556098	0.034416869354155
"BRK1"	0.709595326742343	0.0232111797442165	0.0344719424334952
"MYDGF"	0.614948939816355	0.0234508147743409	0.0348116735327687
"FOS"	0.943115960265366	0.023589138972613	0.0350007678911823
"HERC2P9"	0.932689355143009	0.0236597246542974	0.0350892253913294
"HPF1"	1.20374881660258	0.023703086046342	0.0351372438657313
"FBLL1"	0.920483989153599	0.023729185086953	0.0351596401543135
"JTB"	0.687245923239889	0.0237513227525563	0.0351761488358462
"TWSG1"	1.14443756807099	0.0238208158487283	0.0352627440537168
"HTT"	0.711301278051792	0.0241260612250236	0.0356980896664433
"BAIAP2"	-0.778732447506653	0.0242083274100458	0.0358032544543396
"PPA1"	1.07692377452091	0.0242719121755801	0.0358807056606657
"EOLA2"	0.662780789162313	0.0242844552708243	0.0358826662408161
"KIF1C"	-1.00376037481091	0.0244452805858508	0.0361036253897215
"RER1"	0.653463491253751	0.0245190076202631	0.0361958031274673
"COX7C"	0.752714499132166	0.0245412245190414	0.0362118898691944
"ACAP3"	0.633128725797555	0.0249063795381293	0.0367337520251155
"MRPL57"	0.706546237374773	0.025073738263552	0.0369635431820751
"TAF10"	0.633439481885802	0.0251459269928372	0.0370215932293886
"TBC1D20"	0.641436406729792	0.025154247624434	0.0370215932293886
"APOOL"	1.06092544916057	0.0251575485312162	0.0370215932293886
"KLHL29"	1.64253157271169	0.0251594072149705	0.0370215932293886
"MYO1E"	1.02300145781862	0.0253922185916192	0.0373469918503861
"RND2"	-0.751219389134849	0.0254191028312537	0.0373693520023808
"MAP6D1"	-1.15970497063974	0.0255039181291863	0.0374768186014088
"PRKAA2"	1.41293661424505	0.0255527980295702	0.0375314053703375
"TBC1D12"	0.972062787244479	0.0257739850865735	0.037838906971982
"SPAG7"	0.640207882335119	0.0259196157104842	0.038035252595339
"C22orf39"	0.803810888858344	0.0261244388022661	0.038318239215245
"COX6A1"	-0.618510170091332	0.0261615864478992	0.0383551398014801
"DPAGT1"	0.710112618008551	0.0262622324789193	0.0384850580394241
"MPHOSPH6"	1.19415681318475	0.0262893565853505	0.0385071665368755
"IRS2"	0.643001388279384	0.0263579019349682	0.0385898985308756
"CRYZL1"	0.803420123908596	0.0265135598554947	0.0388000356714216
"GTF3A"	0.903484231161708	0.0266887224895121	0.0390385108568584
"AMIGO1"	-0.650768843107832	0.0268151894376846	0.0392014139673248
"LLGL1"	1.01246839779217	0.0268245999295011	0.0392014139673248
"SLC24A3"	1.12640692644217	0.0270164163226527	0.0394637058521306
"CAPZA1"	1.07066075466333	0.0270588567628265	0.0394994347282794
"COQ5"	0.850591052896998	0.02706557077974	0.0394994347282794
"PCDH10"	1.21928334795119	0.0271965606658576	0.0396725023119373
"KAT2B"	-0.985369607149462	0.027408604430441	0.0399635941535919
"BCAN"	-1.26584314215315	0.0276397075126165	0.04026888469485
"HINT3"	1.00153979664548	0.0276431606095313	0.04026888469485
"YWHAH"	-0.853482578911719	0.0276725862570357	0.0402934016551012
"SLC25A4"	-0.733457935415385	0.0277771265549832	0.0404272192217431
"CRTC2"	0.851788826415952	0.0279624254400213	0.0406783988097444
"EEA1"	1.07069334416367	0.0281483396533647	0.0409302447959608
"TMEM183B"	0.805678971524046	0.0284865488523688	0.041403212075751
"CENPB"	0.790940639340062	0.0285248413205588	0.0414400396841361
"TMEM63C"	0.622545288918551	0.0285515613082471	0.0414600293350352
"SOX8"	-1.06083075268621	0.0286081974432039	0.0415079160601138
"BRINP2"	-1.30381545544225	0.0286104891880434	0.0415079160601138
"LGI4"	-1.1198315793549	0.0286833862603781	0.0415948108100406
"CAVIN1"	-1.0005581398032	0.0288126160573927	0.0417632799128225
"ZER1"	-0.567166780082599	0.0288928490872521	0.0418606087998729
"POLR1F"	1.00761020625085	0.0289920315674119	0.0419852915274562
"CCS"	0.650063744327802	0.0291876457283719	0.0422494473688062
"ACTR10"	1.05273121365089	0.0293583527095331	0.0424773271450911
"GTF3C3"	0.877469769010844	0.0293877591393272	0.0425006516666852
"BRD3OS"	0.749940610616694	0.0296852657784857	0.0429115071059086
"HEG1"	1.15814563723092	0.0297072468642672	0.0429238856001765
"CBR4"	0.985761782288434	0.0297430019397482	0.0429561459165934
"WASH3P"	0.755882562954308	0.0298219527903814	0.0430372362344569
"RAB3A"	-0.645092267005138	0.0298260558711444	0.0430372362344569
"ID4"	1.29972711865457	0.0299103835291265	0.0431394575787537
"ARHGAP27P1-BPTFP1-KPNA2P3"	0.682891424574699	0.0299360443133705	0.043157010256184
"PURB"	0.983654669303448	0.029964449306491	0.0431785015006597
"SCD5"	1.02642607768968	0.0303367778447039	0.0436943481819931
"SCFD2"	0.704415164648714	0.0303497473149074	0.0436943481819931
"DUSP1"	0.869805407100127	0.0303757365215508	0.0437120922773014
"COA5"	0.762272847268985	0.0309821300691037	0.0445537872823551
"MAL2"	-1.57843629536125	0.0309884891226133	0.0445537872823551
"LINC00641"	1.102865726346	0.0314139956806964	0.0451452705222587
"RAB21"	0.846764787999986	0.031526327507854	0.0452863590918836
"ILVBL"	0.749318697221953	0.0315490940047928	0.0452987215984436
"CHMP4A"	0.628489838986633	0.0316012599002564	0.0453532662274205
"LRFN1"	0.578295105674649	0.0317613645156564	0.0455626031773923
"IER2"	0.602279842704473	0.0318282618608842	0.045638103851622
"DGCR6"	-0.710805757227331	0.0318812814265722	0.0456936466324393
"ARL2BP"	0.752703140211934	0.0320297374815403	0.0458858621600749
"MUL1"	0.568778007173003	0.0323235894202582	0.0462735919517528
"ENO2"	-0.631248913536148	0.032333218481152	0.0462735919517528
"SEMA3G"	-0.819679144286381	0.0323531319283179	0.0462735919517528
"UBE3C"	0.660832791472452	0.0323582448252801	0.0462735919517528
"KCTD21"	0.610421444120183	0.0323874298851074	0.0462946327982389
"ZNF622"	0.569193674556937	0.0324741255135653	0.0463978238132628
"CRKL"	0.725811940748157	0.0325222751722296	0.0464458742303404
"SYMPK"	0.606395451870137	0.0327473480843012	0.0467464375375634
"ZMPSTE24"	0.967846052663897	0.0329711410162843	0.0470449063831817
"NLK"	-0.946828750903692	0.0330650211253871	0.0471578254926942
"MICALL2"	-0.839779558474642	0.0330837045066262	0.0471634450609168
"USP32P3"	0.988611236940507	0.0334127761782407	0.0476088636982275
"ITGA3"	0.691493328625936	0.0334259168071957	0.0476088636982275
"GHITM"	-0.796214206835715	0.0336751986442341	0.0479425725246573
"CHMP1B"	0.678405307661193	0.0337452861946936	0.0480209833348865
"TLNRD1"	0.573140176190168	0.0337668175282699	0.0480302575691132
"IARS2"	0.690086474935998	0.0339759358461749	0.0483062305652949
"SPCS2"	0.774544324885615	0.0341525509683364	0.0485357665693951
"FAM241B"	0.612187561962738	0.0343996738019071	0.0488652559912526
"TIMM13"	0.562047931008913	0.0344533860902196	0.0489198322692466
"LINC00632"	0.701832357152821	0.0344975654536098	0.0489608304729804
"HSD17B11"	0.919142134616831	0.0346874459838293	0.049208487672847
"CACNG7"	0.672176090261481	0.0347834004833062	0.0493227385399364
"TIMM10"	0.607768564210641	0.0348224151406945	0.0493561834448745
"ZIC1"	1.27551338728971	0.0349039610039343	0.0494498544072568
"C1orf21"	0.799241038150463	0.0350223635995267	0.0495956357480682
"STRAP"	0.742815191641297	0.0351778927195864	0.0497938401813969
"UFC1"	0.649888054685955	0.0352877095657574	0.0499271927911799
"STUM"	0.928036515944221	0.0353958720561526	0.0500580878459913
"KCTD1"	-0.639473418303854	0.0356437230872115	0.0503863323711841
"UNC119B"	0.757003977226947	0.0358595340336136	0.0506690147409585
"LOC105374338"	0.878162270786483	0.0361009529081377	0.0509876151669459
"LINC00672"	-0.94447282485247	0.0363183787011247	0.051261547709426
"TCF25"	0.534568595892892	0.0363269548787961	0.051261547709426
"ATP6V0D1"	-0.58094776190321	0.0363568648787194	0.0512811334863418
"MAP3K11"	-0.67658283328744	0.0364976753739838	0.0514570575237436
"TIMM10B"	0.666748094933486	0.0365822365598983	0.0515535571608435
"TUSC2"	-0.577392422613714	0.0366367810095968	0.0515885086798769
"HSP90B1"	0.850826994308648	0.0366392909411317	0.0515885086798769
"AGGF1"	0.805671397016468	0.036913500889607	0.0519517331042027
"ABCA3"	0.5948529407965	0.0370891032566339	0.0521759196648953
"HS2ST1"	1.01308044032146	0.0372761485941263	0.052415999715433
"PMPCB"	0.772376171518788	0.0375067171409791	0.0526804229894408
"ARHGAP31"	0.683344534691682	0.0375116046505513	0.0526804229894408
"NDUFA6"	0.612746826506794	0.0375135991153317	0.0526804229894408
"C17orf75"	0.873592512643577	0.0379275667938987	0.053238387965635
"UBE2O"	0.543837940082695	0.0379449584048682	0.0532394394461286
"ZCRB1"	0.776323209654818	0.0382082906686466	0.0535479803358914
"SUCLG1"	0.808121681703388	0.0382098656199805	0.0535479803358914
"ATP6AP1"	-0.574896992728843	0.0382150794332104	0.0535479803358914
"TMEM41B"	1.00378502976919	0.0385027483248524	0.0539274482886177
"NDUFA4"	-0.846228404291348	0.0386178653370496	0.0540650114718695
"SLC35A4"	0.584094515740691	0.0387623101928972	0.0542274645265283
"RNF149"	0.782923802590673	0.038767805993176	0.0542274645265283
"SERP1"	0.890902835822002	0.0388193146622472	0.0542757812956856
"TNFAIP1"	0.559146742827446	0.0388555729761198	0.0543027426608158
"P4HB"	0.544885845873016	0.0388965549031487	0.0543362790983286
"MTMR6"	1.0705170056076	0.0389540801889246	0.0543928863048319
"TSPYL1"	-0.683799814933046	0.0389753488235473	0.054398839828328
"EFNA5"	0.819069831013379	0.0392656431873337	0.0547801101422941
"TAOK2"	0.603882667599895	0.0395520796587755	0.0551454081249541
"DNAJC11"	0.532323192570289	0.0395619605022725	0.0551454081249541
"CCDC28A"	-0.784181735223107	0.039707229739909	0.0553237926559098
"VPS53"	0.670202140000433	0.039800836693844	0.0554300725222494
"PPP1R1B"	-0.917758044881798	0.0399104686035504	0.0555585679124272
"THOC3"	0.53733665035575	0.0400205850557157	0.0556876257473835
"IER5"	0.793579357325882	0.0407443645306689	0.0566700965798303
"RFPL1S"	1.04763465304832	0.0407801041789624	0.0566951557012172
"SLC6A11"	0.84772484642687	0.0408310402712589	0.0567413109590605
"TECPR1"	0.60632143471618	0.040897555036569	0.0568090658106749
"TMEM203"	0.555014615489087	0.0411008137825434	0.0570666246919949
"CCN2"	0.90575620510971	0.04128519071564	0.0572977549237884
"FTH1"	-0.788115581958839	0.0414217947213076	0.0574482433983155
"SYT5"	0.784872747500385	0.0414295397061312	0.0574482433983155
"SYNGR3"	-0.770795981421462	0.0416410007483003	0.0577164477442862
"STRN"	1.04257263862243	0.0416615932208957	0.0577199812532029
"DCTN6"	0.738677821436677	0.0420618333407872	0.0582492661719387
"C9orf129"	0.974736734586152	0.0421968702262974	0.0584109856572589
"SIPA1L2"	0.880630290560419	0.0422492225309416	0.0584581586835996
"COPG1"	0.525711431838947	0.0427468783447989	0.0591211689688766
"RAB22A"	0.782068985580958	0.0431201665528482	0.0595786471194564
"POLE4"	0.695621901381094	0.0431309126013766	0.0595786471194564
"TRMT10C"	1.030200200698	0.0431365082685136	0.0595786471194564
"FN3K"	-0.637090249113956	0.0431630756739082	0.0595786471194564
"MMUT"	0.871820195655522	0.0431707733738356	0.0595786471194564
"PLEKHM3"	0.738026132335106	0.0433148510653377	0.0597517070107871
"TAF9B"	1.04163944198443	0.0433865748383144	0.0598248503912793
